RAZER,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1198.0,1198.0,3200.0,16,13.3,,256,1,2.98
HP,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,559.0,545.37,1366.0,12,15.6,,0,0,4.3
LENOVO,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,264.99,259.99,1366.0,4,15.6,,0,0,4.85
ASUS,1.1,2801.0,INTEL,PENTIUM,0.0,0,INTEL UHD 605,355.0,,,409.0,409.0,1920.0,4,14.0,,64,1,3.3
ACER,1.8,6777.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE MX250,2660.0,,,739.0,738.0,1920.0,12,15.6,,512,0,3.97
HP,1.0,7773.0,INTEL,CORE I5,0.0,0,INTEL UHD,345.0,,,528.0,521.38,1366.0,16,15.6,,512,1,3.75
DELL,2.6,3807.0,INTEL,CORE I7,0.0,0,INTEL HD 520,830.0,,,454.0,379.99,1366.0,8,14.0,,256,0,3.13
MICROSOFT,1.2,9026.0,INTEL,CORE I5,0.0,0,INTEL IRIS PLUS,1377.0,,,929.0,798.0,2256.0,8,13.5,,128,1,2.79
ASUS,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1798.98,1684.03,1920.0,16,15.6,,1000,0,5.7
HP,2.059183955739968,5001.046153846154,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,298.0,298.0,1366.0,2,13.3,,32,0,3.42
ACER,1.04,1196.0,INTEL,ATOM,0.0,0,INTEL HD,10.0,,,197.99,197.97,1366.0,4,15.6,,16,0,4.3
HP,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,199.99,188.38,1366.0,4,11.6,,32,0,2.57
DELL,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD,10.0,,,545.0,545.0,1366.0,8,15.6,,0,0,5.4
ASUS,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,299.0,299.0,1920.0,4,14.0,,32,0,3.2
LENOVO,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,608.98,580.0,1920.0,8,13.3,,256,1,2.62
DELL,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,299.0,299.0,1366.0,4,15.6,,0,0,4.9
LENOVO,2.8,4789.0,INTEL,XEON,0.0,1,NVIDIA QUADRO M1000M,2939.0,,,2099.5,2099.5,1920.0,16,15.6,,256,0,5.6
ACER,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,1999.11,1999.11,1920.0,16,17.3,,256,0,6.61
ACER,1.6,1043.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,262.98,256.35,1366.0,4,11.6,,32,1,2.76
ACER,1.1,1842.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,295.99,219.99,1920.0,4,14.0,,32,0,3.64
LENOVO,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,557.0,547.0,1920.0,8,14.0,,128,1,3.85
ACER,1.7,2343.0,INTEL,CORE I5,0.0,0,INTEL HD 4400,530.0,,,527.0,513.7,1366.0,4,15.6,,0,1,5.95
HP,2.4,2806.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,599.99,529.01,1366.0,8,15.6,,0,1,4.68
HP,1.7,2343.0,INTEL,CORE I5,0.0,0,INTEL HD 4400,530.0,,,649.0,649.0,1600.0,4,17.3,,0,0,6.17
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1549.0,1549.0,1920.0,32,15.6,,1000,0,5.0
ASUS,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,699.99,699.97,1920.0,8,13.3,,512,0,2.5
MICROSOFT,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,668.0,664.0,2256.0,8,13.5,,256,1,2.76
APPLE,1.3,2293.0,INTEL,CORE I5,0.0,0,INTEL HD 5000,478.0,,,358.0,341.0,1366.0,4,11.6,,128,0,2.5
HP,1.8,1240.0,INTEL,CORE I3,0.0,0,INTEL HD,10.0,,,390.0,390.0,1366.0,4,15.6,,0,0,4.83
DELL,2.6,6661.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 960M,3467.0,,,1599.33,1599.33,1920.0,8,15.6,,256,0,3.9
SAMSUNG,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,108.97,99.83,1366.0,4,11.6,,16,0,2.54
ACER,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,599.99,573.6,1920.0,8,15.6,,0,0,4.92
DELL,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,1199.99,1199.99,3840.0,16,15.6,,128,0,6.28
ASUS,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,299.0,299.0,1366.0,4,11.6,,32,1,2.61
HP,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,899.99,869.0,1920.0,12,15.6,,128,0,5.38
DELL,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,567.99,515.7,1366.0,8,15.6,,256,0,4.85
ACER,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,466.0,449.0,1920.0,8,15.6,,0,0,5.07
APPLE,2.5,2503.0,INTEL,CORE I5,0.0,0,INTEL HD,10.0,,,388.71,348.69,1280.0,4,13.3,,0,0,4.5
ACER,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,149.99,149.99,1366.0,4,11.6,,32,0,2.87
LENOVO,2.1,7248.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,552.13,548.94,1920.0,8,14.0,,256,1,3.64
MICROSOFT,2.6,3807.0,INTEL,CORE I7,1.0,1,NVIDIA GEFORCE,2.0,,,759.99,678.0,3000.0,8,13.5,,256,1,3.34
HP,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,159.99,159.99,1366.0,4,14.0,,32,0,3.17
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1499.0,1429.0,1920.0,32,17.3,,500,0,5.9
ASUS,2.1,7248.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,479.99,472.61,1920.0,8,15.6,,256,0,3.5
LENOVO,1.9,6620.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1649.99,1649.99,2560.0,16,14.0,,1000,0,2.49
ASUS,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD,10.0,,,642.0,642.0,1920.0,8,13.3,,256,1,3.2
LENOVO,2.7,2741.0,AMD,A12,0.0,0,AMD RADEON R7,551.0,,,430.0,430.0,1366.0,8,15.6,,0,0,4.85
DELL,2.2,3555.0,INTEL,CORE I7,0.0,0,INTEL IRIS 540,1251.0,,,1499.44,1199.0,3200.0,8,13.3,,256,1,2.8
LENOVO,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,775.0,729.99,1920.0,8,15.6,,256,0,4.68
APPLE,1.4,2440.0,INTEL,CORE I5,0.0,0,INTEL HD 5000,478.0,,,465.61,390.0,1440.0,4,13.3,,128,0,2.94
MICROSOFT,1.9,6620.0,INTEL,CORE I7,1.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,1875.0,1865.0,3000.0,16,13.5,,512,1,3.62
SAMSUNG,1.5,1253.0,INTEL,CELERON,0.0,0,INTEL HD 615,799.0,,,365.0,349.99,1920.0,4,12.2,,32,1,2.98
DELL,2.0,6317.0,AMD,RYZEN 5,0.0,0,AMD RADEON VEGA 8,1406.0,,,425.61,425.61,1920.0,8,15.6,,0,0,4.89
MICROSOFT,1.1,9314.0,INTEL,CORE I5,1.0,0,INTEL IRIS PLUS,1377.0,,,749.0,688.0,2736.0,8,12.3,,128,1,1.7
LENOVO,2.7,3500.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE 940MX,1603.0,,,1999.11,1999.11,1920.0,12,15.6,,256,0,4.84
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,1929.0,1829.0,1920.0,32,15.6,,1000,0,4.6
HP,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,2499.11,2499.11,1920.0,16,15.6,,128,0,5.56
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,8738.0,,,1229.0,1209.0,1920.0,16,15.6,,250,0,4.85
MICROSOFT,2.6,3780.0,INTEL,CORE I5,1.0,0,INTEL HD 620,888.0,,,959.99,928.0,3000.0,8,13.5,,128,1,3.38
ACER,2.1,4248.0,INTEL,CORE I3,0.0,0,INTEL UHD 620,888.0,,,379.99,379.99,1920.0,4,15.6,,128,0,3.97
LENOVO,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,1048.88,1048.88,3840.0,16,15.6,,512,1,4.41
DELL,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,2099.99,1749.97,3840.0,16,15.6,,1000,0,4.5
ASUS,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050,3909.0,,,799.99,699.0,1920.0,8,15.6,,0,0,5.07
HP,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,1549.0,1549.0,1920.0,16,17.3,,128,0,8.33
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,1599.0,1549.0,1920.0,16,15.6,,500,0,4.6
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,1749.0,1649.0,1920.0,32,15.6,,500,0,4.6
HP,2.5,3369.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE 940MX,1603.0,,,787.0,787.0,1366.0,12,15.6,,0,0,4.27
HP,1.9,2579.0,INTEL,CORE I5,0.0,0,INTEL HD 4400,530.0,,,276.96,254.99,1366.0,8,14.0,,256,0,3.5
DELL,2.4,4519.0,INTEL,CORE I7,0.0,0,INTEL IRIS PLUS 640,1377.0,,,1799.33,1799.33,3200.0,16,13.3,,1000,1,2.7
ACER,1.1,2257.0,INTEL,PENTIUM,0.0,0,INTEL HD 505,411.0,,,325.12,322.0,1920.0,4,15.6,,32,1,4.3
HP,2.3,2825.0,INTEL,CORE I3,0.0,0,INTEL HD 520,830.0,,,399.0,399.0,1366.0,8,15.6,,0,1,4.68
HP,2.6,1274.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,408.0,395.0,1366.0,8,15.6,,0,0,4.63
DELL,2.4,2715.0,INTEL,CORE I7,0.0,0,INTEL HD 5500,568.0,,,1499.44,1499.44,3200.0,8,13.3,,256,1,2.8
APPLE,1.7,2093.0,INTEL,CORE I5,0.0,0,INTEL HD 4000,329.0,,,399.99,303.43,1366.0,4,11.6,,64,0,2.38
APPLE,1.4,8395.0,INTEL,CORE I5,0.0,0,INTEL IRIS PLUS 645,2054.0,,,1230.08,1099.99,2560.0,8,13.3,,128,0,3.02
HP,3.0,1131.0,AMD,A9,0.0,0,AMD RADEON R5,148.0,,,449.99,449.99,1600.0,4,17.3,,0,0,5.62
APPLE,1.6,2142.0,INTEL,CORE I5,0.0,0,INTEL HD 6000,829.0,,,418.0,418.0,1366.0,4,11.6,,128,0,2.38
LENOVO,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,648.0,499.0,1366.0,8,14.0,,256,0,3.74
ASUS,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,8738.0,,,1196.99,1085.99,1920.0,16,17.3,,512,0,6.28
ACER,1.6,6372.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,605.99,583.99,1920.0,8,15.6,,256,0,4.85
DELL,2.7,3190.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,358.0,313.0,1366.0,8,15.6,,128,1,5.07
APPLE,1.6,2142.0,INTEL,CORE I5,0.0,0,INTEL HD 6000,829.0,,,490.78,479.0,1440.0,8,13.3,,128,0,2.96
HP,2.059183955739968,5001.046153846154,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,246.0,219.0,1920.0,4,14.0,,16,0,3.74
DELL,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,289.0,289.0,1366.0,4,11.6,,32,1,2.6
HP,2.7,2741.0,AMD,A12,0.0,0,AMD RADEON R7,551.0,,,532.39,528.9,1366.0,8,15.6,,0,1,4.52
RAZER,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1799.99,1799.99,3200.0,16,13.3,,512,1,2.98
DELL,2.5,3369.0,INTEL,CORE I7,0.0,0,INTEL HD 520,830.0,,,999.11,999.11,1366.0,12,15.6,,0,0,4.94
HP,2.16,618.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,412.0,409.98,1366.0,4,15.6,,0,1,5.05
ACER,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,523.27,508.98,1920.0,8,15.6,,256,0,4.19
ASUS,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1099.99,1099.99,1920.0,16,14.0,,512,0,2.6
DELL,2.7,3190.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,395.99,395.99,1366.0,4,15.6,,128,0,4.96
MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1060,6406.0,,,2099.0,2099.0,1920.0,16,15.6,,512,0,4.14
ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,1749.99,1689.99,1920.0,16,15.6,,512,0,5.29
MSI,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1763.02,1699.98,1920.0,16,17.3,,512,0,5.75
SAMSUNG,1.0,2756.0,INTEL,CORE M3,0.0,0,INTEL HD 615,799.0,,,458.99,433.25,1920.0,4,12.2,,64,1,2.98
APPLE,2.8,7462.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GT 750M,1232.0,,,1099.0,1006.27,2880.0,16,15.4,,512,0,4.46
ASUS,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,1579.99,1568.0,1920.0,16,15.6,,512,0,4.63
ALIENWARE,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,1652.02,1299.0,1920.0,16,15.6,,256,0,7.69
HP,2.7,2256.0,AMD,FX,0.0,0,AMD RADEON R7,551.0,,,459.99,444.0,1920.0,8,15.6,,0,1,4.74
DELL,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFOCE GTX 1060,2369.3205128205127,,,1149.0,1149.0,1920.0,8,15.6,,128,0,6.28
HP,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,624.99,589.95,1366.0,8,15.6,,0,1,4.4
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,2149.0,2149.0,1920.0,32,17.3,,1000,0,4.71
SAMSUNG,0.9,1862.0,INTEL,CORE M3,0.0,0,INTEL HD 515,688.0,,,489.99,444.44,2400.0,4,12.3,,32,1,2.4
ASUS,2.1,8163.0,AMD,RYZEN 5,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,649.99,649.99,1920.0,8,15.6,,256,0,4.85
MICROSOFT,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,899.99,789.0,2256.0,8,13.5,,128,1,2.76
DELL,1.6,1032.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,168.88,165.0,1366.0,4,11.6,,32,0,2.98
HP,2.4,2806.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,579.0,574.0,1366.0,12,15.6,,0,1,4.52
HP,0.9,1862.0,INTEL,CORE M3,1.0,0,INTEL HD 515,688.0,,,449.99,449.0,1920.0,4,12.0,,128,1,2.68
ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,1950.14,1112.57,1920.0,16,15.6,,256,0,5.0
DELL,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,1779.8,1589.99,3840.0,16,15.6,,256,0,4.4
SAMSUNG,1.1,1278.0,INTEL,CELERON,0.0,0,INTEL UHD 600,345.0,,,299.99,265.99,1920.0,6,15.6,,64,0,3.75
ASUS,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1024.14,1024.14,1920.0,16,14.0,,512,0,2.76
ASUS,2.7,2741.0,AMD,A12,0.0,0,AMD RADEON R7,551.0,,,339.0,335.0,1366.0,8,15.6,,128,0,5.07
HP,2.4,2426.0,AMD,A10,0.0,0,AMD RADEON R5,148.0,,,435.82,421.99,1366.0,6,15.6,,0,1,4.72
ALIENWARE,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,1645.0,1645.0,1920.0,16,17.3,,256,0,9.74
ASUS,2.0,2761.0,INTEL,CORE I7,0.0,0,INTEL HD 4400,530.0,,,649.99,649.99,1366.0,8,15.6,,0,1,5.0
JUMPER,1.1,1123.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,229.0,219.0,1920.0,6,13.3,,64,0,2.7
HP,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,621.99,621.0,1366.0,12,15.6,,0,1,4.23
HP,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,638.0,638.0,1366.0,8,15.6,,0,0,4.67
RAZER,1.8,6777.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE MX150,2387.0,,,1699.99,1699.99,3840.0,16,13.3,,512,1,3.04
DELL,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,166.99,164.0,1366.0,4,11.6,,16,0,3.09
LENOVO,2.0,2076.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,285.0,249.99,1366.0,4,15.6,,0,0,4.85
DELL,2.2,6903.0,AMD,RYZEN 7,0.0,0,AMD RADEON VEGA 10,1569.0,,,517.99,512.99,1920.0,12,13.3,,256,1,3.86
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,1809.0,1809.0,1920.0,32,17.3,,500,0,5.51
DELL,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,844.97,829.99,1920.0,8,13.3,,256,1,3.72
DELL,2.5,1032.0,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,298.95,287.97,1366.0,4,15.6,,0,0,5.07
LENOVO,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,549.0,549.0,1920.0,8,15.6,,256,1,4.19
APPLE,2.3,4675.0,INTEL,CORE I5,0.0,0,INTEL IRIS PLUS 640,1377.0,,,1299.0,1169.0,2560.0,8,13.3,,128,0,3.02
HP,2.16,1179.0,INTEL,PENTIUM,0.0,0,INTEL HD,10.0,,,344.0,344.0,1366.0,4,15.6,,0,1,5.05
RAZER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,2369.3205128205127,,,2699.99,2693.39,1920.0,16,15.6,,512,0,4.74
ACER,1.4,849.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,90.9,84.99,1366.0,4,11.6,,16,1,2.98
ASUS,2.3,2989.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,502.59,502.59,1920.0,6,13.3,,0,1,3.31
MICROSOFT,1.6,1348.0,INTEL,ATOM,1.0,0,,2369.3205128205127,,,429.99,429.99,1920.0,2,10.8,,64,1,1.37
LENOVO,2.16,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,287.9,287.9,1366.0,4,15.6,,0,0,4.31
LENOVO,1.6,672.0,INTEL,CELERON,0.0,0,INTEL HD,10.0,,,348.9,348.9,1366.0,4,11.6,,64,0,2.8
HP,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,779.0,749.0,1600.0,8,17.3,,0,0,4.1907840440165005
MSI,2.4,8167.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,829.99,689.0,1920.0,8,15.6,,512,0,4.1
ASUS,2.1,8163.0,AMD,RYZEN 5,0.0,1,AMD RADEON RX 560X,3520.0,,,689.99,669.0,1920.0,8,15.6,,256,0,4.85
GOOGLE,1.2,2958.0,INTEL,CORE I5,0.0,0,INTEL HD 615,799.0,,,875.0,860.0,2400.0,8,12.3,,128,1,2.4
LG,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1599.0,1496.99,2560.0,16,17.0,,1000,0,2.95
LENOVO,1.7,6987.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,829.95,829.95,1920.0,16,14.0,,256,0,2.9
DELL,2.6,861.0,INTEL,CORE I5,0.0,0,INTEL HD 4000,329.0,,,214.99,179.68,1366.0,8,14.0,,0,0,4.44
DELL,2.1,4248.0,INTEL,CORE I3,0.0,0,INTEL UHD 620,888.0,,,329.99,322.98,1366.0,4,14.0,,128,1,3.84
DELL,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,1799.33,1577.94,3840.0,16,13.3,,1000,1,2.67
ASUS,1.6,1243.0,INTEL,PENTIUM,0.0,0,INTEL HD,10.0,,,338.87,335.0,1366.0,4,15.6,,0,0,4.41
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2060,11844.0,,,1349.0,1299.0,1920.0,16,17.3,,500,0,5.9
LENOVO,1.1,1123.0,INTEL,CELERON,0.0,0,INTEL HD 500,317.0,,,342.0,299.99,1366.0,4,15.6,,0,0,4.85
DELL,1.9,1863.0,INTEL,CORE I3,0.0,0,INTEL HD 4400,530.0,,,383.51,383.51,1366.0,4,15.6,,0,1,6.0
ASUS,2.8,7069.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,1899.99,1899.99,1920.0,12,17.3,,128,0,6.39
ASUS,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,669.97,499.99,1920.0,8,15.6,,128,0,3.7
HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,548.29,548.29,1600.0,8,17.3,,0,0,5.84
OTHER,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070,11018.0,,,1699.0,1659.0,1920.0,32,15.6,,500,0,4.6
ASUS,1.8,6134.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,13.3,,512,1,2.42
DELL,2.7,3190.0,INTEL,CORE I3,0.0,0,INTEL HD 620,888.0,,,,,1366.0,8,15.6,,0,0,4.95
ASUS,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,8,15.6,,256,0,4.0
HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1366.0,8,15.6,,128,1,4.52
MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2080 MAX-Q,2369.3205128205127,,,,,1920.0,32,17.3,,512,0,4.96
ALIENWARE,3.6,18993.0,INTEL,CORE I9,0.0,1,NVIDIA GEFORCE RTX 2080,14482.0,,,,,1920.0,32,17.3,,512,0,8.54
MICROSOFT,1.6,1705.0,INTEL,PENTIUM,1.0,0,INTEL HD 615,799.0,,,,,1800.0,8,10.0,,128,1,1.15
ACER,1.6,759.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,11.6,,16,1,2.76
LENOVO,1.6,6068.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1366.0,16,15.6,,256,0,4.7
LENOVO,2.1,5001.046153846154,MEDIATEK,MEDIATEK,0.0,0,POWERVR GX6250,2369.3205128205127,,,,,1920.0,4,14.0,,64,0,3.24
LENOVO,2.8,7069.0,INTEL,CORE I7,0.0,0,INTEL HD 630,184.0,,,,,1920.0,8,15.6,,256,1,4.41
MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE RTX 2070 MAX-Q,2369.3205128205127,,,,,1920.0,32,15.6,,512,0,4.19
ASUS,2.3,7584.0,INTEL,CORE I5,0.0,1,NVIDIA GEFORCE GTX 1050 TI,5612.0,,,,,1920.0,8,15.6,,0,0,5.07
LENOVO,1.1,2801.0,INTEL,PENTIUM,0.0,0,INTEL UHD 605,355.0,,,,,1366.0,4,11.6,,64,1,2.75
HP,1.6,6372.0,INTEL,CORE I5,0.0,0,INTEL UHD 620,888.0,,,,,1366.0,12,15.6,,0,1,4.65
ASUS,2.3,8464.0,AMD,RYZEN 7,0.0,1,NVIDIA GEFORCE GTX 1660 TI,8738.0,,,,,1920.0,16,15.6,,256,0,4.85
MICROSOFT,2.4,3368.0,INTEL,CORE I5,1.0,0,INTEL HD 520,830.0,,,,,3000.0,8,13.5,,128,1,3.48
LENOVO,2.4,3368.0,INTEL,CORE I5,0.0,0,INTEL HD 520,830.0,,,,,1920.0,16,14.0,,512,0,3.6
LENOVO,1.9,1863.0,INTEL,CORE I3,0.0,0,INTEL HD 4400,530.0,,,,,1366.0,6,15.6,,0,0,4.63
HP,2.5,3522.0,INTEL,CORE I5,0.0,0,INTEL HD 620,888.0,,,,,1366.0,12,15.6,,0,1,4.83
DELL,2.6,11636.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1650,6318.0,,,,,1920.0,16,15.6,,256,0,5.9
HP,1.9,2579.0,INTEL,CORE I5,0.0,0,INTEL HD 4400,530.0,,,,,1366.0,8,14.0,,0,0,3.48
HP,2.059183955739968,5001.046153846154,AMD,A6,0.0,0,AMD RADEON R4,346.0,,,,,1366.0,4,15.6,,0,0,4.73
LENOVO,2.7,3500.0,INTEL,CORE I7,0.0,0,INTEL HD 620,888.0,,,,,1366.0,12,15.6,,0,0,4.83
ACER,1.6,1294.0,INTEL,CELERON,0.0,0,INTEL HD 400,329.0,,,,,1366.0,4,11.6,,32,1,2.75
ACER,1.8,6777.0,INTEL,CORE I7,0.0,0,INTEL UHD 620,888.0,,,,,1920.0,16,15.6,,512,1,2.2
SAMSUNG,1.5,1253.0,INTEL,CELERON,0.0,0,INTEL UHD 615,835.0,,,,,1920.0,4,12.2,,64,1,2.98
MSI,2.2,10418.0,INTEL,CORE I7,0.0,1,NVIDIA GEFORCE GTX 1070,10472.0,,,,,1920.0,32,15.6,,1000,0,4.14
DELL,2.2,2546.0,INTEL,CORE I5,0.0,0,INTEL HD,10.0,,,,,1366.0,8,15.6,,0,1,5.4
ACER,2.2,6903.0,AMD,RYZEN 7,0.0,0,AMD RADEON VEGA 10,1569.0,,,,,1920.0,8,15.6,,256,0,5.07
